Data,Espèce,image,width,height,xmin,ymin,xmax,ymax
TRAIN,PIEBAV,Mangeoires/img1177.jpg,240.0,136.0,102.92875,45.94125,239.76625,135.585
TRAIN,SITTOR,Mangeoires/img1178.jpg,240.0,135.0,167.165,0.12375,217.705,54.03375
TRAIN,PINARB,Mangeoires/img1179.jpg,240.0,136.0,29.4325,46.775,109.995,95.98125
TRAIN,PINARB,Mangeoires/img1180.jpg,240.0,135.0,154.0575,65.89,214.3025,102.38625
TRAIN,SITTOR,Mangeoires/img1181.jpg,240.0,136.0,102.5125,57.3875,166.4375,136.0
TRAIN,ROUGOR,Mangeoires/img1182.jpg,240.0,135.0,140.24125,34.215,212.985,88.21
TRAIN,VEREUR,Mangeoires/img1183.jpg,240.0,136.0,116.5075,44.845,169.09,83.92
TRAIN,MESCHA,Mangeoires/img1184.jpg,240.0,136.0,33.29125,102.01125,99.6225,136.0
TRAIN,MESCHA,Mangeoires/img1185.jpg,240.0,135.0,113.22375,63.4275,196.96625,92.175
TRAIN,MESNON,Mangeoires/img1186.jpg,240.0,135.0,136.06375,49.44625,173.12625,103.615
TRAIN,ROUGOR,Mangeoires/img1187.jpg,240.0,136.0,134.9375,0.22125,224.9,65.3
TRAIN,ACCMOU,Mangeoires/img1188.jpg,240.0,136.0,17.37125,50.6375,105.175,103.94
TRAIN,MESNOI,Mangeoires/img1189.jpg,240.0,135.0,81.10875,67.01625,150.27,101.18
TRAIN,VEREUR,Mangeoires/img1190.jpg,240.0,136.0,138.21625,60.765,229.87375,135.53875
TRAIN,ROUGOR,Mangeoires/img1191.jpg,240.0,135.0,107.98375,60.395,216.93,125.52625
TRAIN,PIEBAV,Mangeoires/img1192.jpg,240.0,136.0,77.2875,59.0525,239.6675,135.755
TRAIN,MESNON,Mangeoires/img1193.jpg,240.0,136.0,48.4875,34.955,127.12,92.3625
TRAIN,ACCMOU,Mangeoires/img1194.jpg,240.0,136.0,109.025,57.15,208.65,103.4625
TRAIN,ACCMOU,Mangeoires/img1195.jpg,240.0,136.0,164.99,69.35,238.8,133.85
TRAIN,PIEBAV,Mangeoires/img1196.jpg,240.0,136.0,53.5525,38.09125,131.22125,136.0
TRAIN,ACCMOU,Mangeoires/img1197.jpg,240.0,135.0,152.51,43.64375,181.98625,85.93125
TRAIN,MESBLE,Mangeoires/img1198.jpg,240.0,136.0,125.19125,58.11125,156.30625,77.4075
TRAIN,VEREUR,Mangeoires/img1199.jpg,240.0,136.0,93.83375,84.4025,196.82875,136.0
TRAIN,SITTOR,Mangeoires/img1200.jpg,240.0,136.0,73.33125,97.18625,144.24625,136.0
TRAIN,VEREUR,Mangeoires/img1201.jpg,240.0,136.0,93.35125,47.01625,142.79875,96.4625
TRAIN,ROUGOR,Mangeoires/img1202.jpg,240.0,135.0,80.515,36.89375,141.03125,75.84875
TRAIN,ACCMOU,Mangeoires/img1203.jpg,240.0,136.0,165.4725,64.3825,240.0,136.0
TRAIN,MESNON,Mangeoires/img1204.jpg,240.0,135.0,132.99875,63.425,203.4325,107.5125
TRAIN,ACCMOU,Mangeoires/img1205.jpg,240.0,135.0,132.18625,30.59,211.30125,90.1675
TRAIN,ECUROU,Mangeoires/img1206.jpg,240.0,136.0,98.4225,25.07125,178.81875,136.0
TRAIN,MESNON,Mangeoires/img1207.jpg,240.0,135.0,132.09625,63.7025,167.19375,95.56
TRAIN,VEREUR,Mangeoires/img1208.jpg,240.0,136.0,94.31625,59.55875,135.5625,101.2875
TRAIN,MESNOI,Mangeoires/img1209.jpg,240.0,135.0,131.32875,59.27875,155.7775,87.995
TRAIN,ROUGOR,Mangeoires/img1210.jpg,240.0,136.0,0.0,34.95,43.9,101.05
TRAIN,ECUROU,Mangeoires/img1211.jpg,240.0,136.0,86.55,0.4675,169.33125,136.0
TRAIN,PIEBAV,Mangeoires/img1212.jpg,240.0,136.0,38.115,40.2625,123.98500000000001,135.53875
TRAIN,PINARB,Mangeoires/img1213.jpg,240.0,135.0,90.09875,50.49375,139.42625,132.3125
TRAIN,VEREUR,Mangeoires/img1214.jpg,240.0,136.0,110.23625,48.4625,171.74375,85.60875
TRAIN,VEREUR,Mangeoires/img1215.jpg,240.0,136.0,66.5775,56.4225,110.71875,102.01125
TRAIN,MESCHA,Mangeoires/img1216.jpg,240.0,135.0,108.14625,32.63625,191.3875,78.4075
TRAIN,ECUROU,Mangeoires/img1217.jpg,240.0,136.0,66.17,31.47375,130.20125,108.78625
TRAIN,ECUROU,Mangeoires/img1218.jpg,240.0,136.0,118.81875,55.66375,181.425,136.0
TRAIN,ROUGOR,Mangeoires/img1219.jpg,240.0,136.0,178.015,29.16625,239.76375,107.07625
TRAIN,ECUROU,Mangeoires/img1220.jpg,240.0,136.0,84.9125,4.08125,160.88875,134.815
TRAIN,MESNON,Mangeoires/img1221.jpg,240.0,135.0,47.1125,69.37,102.00375,116.86625
TRAIN,MESNON,Mangeoires/img1222.jpg,240.0,136.0,42.2125,51.6,114.81875,102.0125
TRAIN,PINARB,Mangeoires/img1223.jpg,240.0,135.0,155.3325,56.64625,190.43,96.96375
TRAIN,ECUROU,Mangeoires/img1224.jpg,240.0,136.0,59.21375,16.83875,140.14375,129.72375
TRAIN,ROUGOR,Mangeoires/img1225.jpg,240.0,136.0,78.8875,0.2225,157.5125,58.835
TRAIN,VEREUR,Mangeoires/img1226.jpg,240.0,136.0,83.4625,51.59875,158.23625,85.12625
TRAIN,MESNON,Mangeoires/img1227.jpg,240.0,135.0,110.20875,58.125,133.965,90.5625
TRAIN,VEREUR,Mangeoires/img1228.jpg,240.0,136.0,91.6625,45.81,128.0875,117.4475
TRAIN,PIEBAV,Mangeoires/img1229.jpg,240.0,136.0,108.62,49.9725,239.2875,135.585
TRAIN,MESNON,Mangeoires/img1230.jpg,240.0,136.0,187.90375,60.52375,239.27625,124.20125
TRAIN,SITTOR,Mangeoires/img1231.jpg,240.0,135.0,148.0875,54.175,196.1,98.975
TRAIN,ACCMOU,Mangeoires/img1232.jpg,240.0,135.0,42.21625,37.82625,122.77875,83.655
TRAIN,VEREUR,Mangeoires/img1233.jpg,240.0,136.0,61.75375,43.3975,108.065,89.4675
TRAIN,ACCMOU,Mangeoires/img1234.jpg,240.0,135.0,133.96875,43.04,175.905,110.715
TRAIN,SITTOR,Mangeoires/img1235.jpg,240.0,135.0,91.41,65.97875,127.25875,103.8225
TRAIN,SITTOR,Mangeoires/img1236.jpg,240.0,135.0,138.14125,56.4275,199.63625,92.875
TRAIN,SITTOR,Mangeoires/img1237.jpg,240.0,136.0,86.35625,83.2,192.4875,136.0
TRAIN,ACCMOU,Mangeoires/img1238.jpg,240.0,136.0,170.77875,76.68375,213.955,121.54875
TRAIN,VEREUR,Mangeoires/img1239.jpg,240.0,135.0,80.63625,40.4625,183.56125,107.10250000000002
TRAIN,MESNON,Mangeoires/img1240.jpg,240.0,136.0,79.6025,32.785,152.4475,93.81
TRAIN,PINARB,Mangeoires/img1241.jpg,240.0,136.0,18.095,49.18625,107.5825,102.01125
TRAIN,MESBLE,Mangeoires/img1242.jpg,240.0,136.0,107.82375,80.785,187.42125,136.0
TRAIN,ROUGOR,Mangeoires/img1243.jpg,240.0,136.0,173.4325,4.3225,239.7625,116.95
TRAIN,PIEBAV,Mangeoires/img1244.jpg,240.0,136.0,109.56875,51.1575,151.545,136.0
TRAIN,MESNON,Mangeoires/img1245.jpg,240.0,136.0,121.5725,38.815,167.16,98.875
TRAIN,VEREUR,Mangeoires/img1246.jpg,240.0,136.0,141.1125,59.3175,194.41625,136.0
TRAIN,ACCMOU,Mangeoires/img1247.jpg,240.0,135.0,124.2725,45.90375,182.7675,90.525
TRAIN,MESNOI,Mangeoires/img1248.jpg,240.0,135.0,116.885,63.77875,161.7225,86.3275
TRAIN,PINARB,Mangeoires/img1249.jpg,240.0,136.0,38.5975,63.65875,84.66875,94.2925
TRAIN,SITTOR,Mangeoires/img1250.jpg,240.0,136.0,136.045,72.5875,240.0,136.0
TRAIN,PINARB,Mangeoires/img1251.jpg,240.0,135.0,146.43125,51.07875,205.1625,98.50875
TRAIN,VEREUR,Mangeoires/img1252.jpg,240.0,136.0,136.28625,48.945,223.6025,100.3225
TRAIN,MESBLE,Mangeoires/img1253.jpg,240.0,136.0,141.35125,43.15625,222.155,103.69875
TRAIN,VEREUR,Mangeoires/img1254.jpg,240.0,136.0,144.38125,75.72375,180.2725,135.35
TRAIN,ROUGOR,Mangeoires/img1255.jpg,240.0,136.0,43.4225,9.14625,131.4625,134.815
TRAIN,ACCMOU,Mangeoires/img1256.jpg,240.0,135.0,102.92,51.195,147.8125,95.15
TRAIN,PINARB,Mangeoires/img1257.jpg,240.0,135.0,102.50375,50.18875,171.64875,93.685
TRAIN,SITTOR,Mangeoires/img1258.jpg,240.0,135.0,65.5675,66.63,151.615,102.655
TRAIN,MESBLE,Mangeoires/img1259.jpg,240.0,136.0,23.40125,0.22125,118.6775,27.71875
TRAIN,MESNON,Mangeoires/img1260.jpg,240.0,136.0,101.55,57.15,186.4625,117.45
TRAIN,ECUROU,Mangeoires/img1261.jpg,240.0,136.0,48.8575,70.8425,118.81875,135.8225
TRAIN,ECUROU,Mangeoires/img1262.jpg,240.0,136.0,53.79375,27.47875,146.175,131.67875
TRAIN,VEREUR,Mangeoires/img1263.jpg,240.0,136.0,142.075,61.97,203.5825,131.92
TRAIN,MESCHA,Mangeoires/img1264.jpg,240.0,135.0,141.3475,35.71875,179.055,90.265
TRAIN,PINARB,Mangeoires/img1265.jpg,240.0,135.0,152.3925,58.69875,196.19375,97.835
TRAIN,MESNOI,Mangeoires/img1266.jpg,240.0,135.0,146.72375,54.975,200.85875,81.2025
TRAIN,SITTOR,Mangeoires/img1267.jpg,240.0,135.0,149.38375,60.26625,209.96,85.49
TRAIN,MESCHA,Mangeoires/img1268.jpg,240.0,136.0,80.80875,49.18625,184.5275,104.66375
TRAIN,VEREUR,Mangeoires/img1269.jpg,240.0,136.0,102.27625,54.735,148.34625,97.91
TRAIN,ECUROU,Mangeoires/img1270.jpg,240.0,136.0,35.70375,0.22125,111.92375,26.99625
TRAIN,ECUROU,Mangeoires/img1271.jpg,240.0,136.0,100.0825,44.04375,205.38,135.8225
TRAIN,MESBLE,Mangeoires/img1272.jpg,240.0,135.0,80.255,45.08125,116.085,73.51625
TRAIN,MESCHA,Mangeoires/img1273.jpg,240.0,135.0,76.95,22.87125,116.025,103.1925
TRAIN,MESCHA,Mangeoires/img1274.jpg,240.0,136.0,53.07,25.3075,103.965,79.3375
TRAIN,PIEBAV,Mangeoires/img1275.jpg,240.0,136.0,23.4825,53.055,165.06375000000003,135.585
TRAIN,MESCHA,Mangeoires/img1276.jpg,240.0,136.0,62.71875,21.20625,157.75375,86.815
TRAIN,ROUGOR,Mangeoires/img1277.jpg,240.0,135.0,106.54875,39.21625,143.54625,79.83875
TRAIN,ACCMOU,Mangeoires/img1278.jpg,240.0,136.0,147.8625,57.15,240.0,111.4125
TRAIN,SITTOR,Mangeoires/img1279.jpg,240.0,136.0,169.33125,81.2675,225.05,135.78
TRAIN,PINARB,Mangeoires/img1280.jpg,240.0,135.0,80.48875,21.73,134.10875,70.47625
TRAIN,ACCMOU,Mangeoires/img1281.jpg,240.0,135.0,70.52625,39.05375,149.77,78.17625
TRAIN,ACCMOU,Mangeoires/img1282.jpg,240.0,135.0,158.4775,29.625,216.125,86.30875
TRAIN,MESNOI,Mangeoires/img1283.jpg,240.0,135.0,164.52125,56.63875,188.99875,84.15375
TRAIN,ROUGOR,Mangeoires/img1284.jpg,240.0,136.0,99.86375,9.3875,175.6025,70.895
TRAIN,SITTOR,Mangeoires/img1285.jpg,240.0,135.0,108.795,53.1325,170.76875,89.17125
TRAIN,ROUGOR,Mangeoires/img1286.jpg,240.0,135.0,149.395,40.65375,181.1425,97.775
TRAIN,PIEBAV,Mangeoires/img1287.jpg,240.0,136.0,88.5275,73.06625,168.36625,135.53875
TRAIN,SITTOR,Mangeoires/img1288.jpg,240.0,135.0,107.99375,41.26375,166.18875,101.70875
TRAIN,ACCMOU,Mangeoires/img1289.jpg,240.0,135.0,164.60625,40.49125,239.85125,93.9875
TRAIN,PIEBAV,Mangeoires/img1290.jpg,240.0,136.0,106.24875,50.21,239.53,136.0
TRAIN,SITTOR,Mangeoires/img1291.jpg,240.0,135.0,129.4075,54.205,187.11125,82.64
TRAIN,VEREUR,Mangeoires/img1292.jpg,240.0,136.0,78.6375,54.01125,140.38625,82.715
TRAIN,SITTOR,Mangeoires/img1293.jpg,240.0,135.0,74.12,41.8525,114.2925,124.78999999999999
TRAIN,MESBLE,Mangeoires/img1294.jpg,240.0,135.0,111.6275,59.6525,151.2075,94.23375
TRAIN,ACCMOU,Mangeoires/img1295.jpg,240.0,136.0,58.6125,59.5625,166.4375,113.35
TRAIN,MESNON,Mangeoires/img1296.jpg,240.0,135.0,120.17625,61.29,153.35125,105.35125
TRAIN,SITTOR,Mangeoires/img1297.jpg,240.0,135.0,123.935,60.765,186.93,94.1375
TRAIN,MESBLE,Mangeoires/img1298.jpg,240.0,136.0,91.18125,53.04625,201.17,121.06625
TRAIN,ECUROU,Mangeoires/img1299.jpg,240.0,136.0,98.17625,24.825,167.88375,111.4175
TRAIN,PIEBAV,Mangeoires/img1300.jpg,240.0,136.0,98.8975,54.715,175.9725,135.8225
TRAIN,PINARB,Mangeoires/img1301.jpg,240.0,136.0,63.4425,49.4275,136.76875,87.53875
TRAIN,MESNON,Mangeoires/img1302.jpg,240.0,136.0,3.86375,12.52375,96.97,78.13125
TRAIN,MESBLE,Mangeoires/img1303.jpg,240.0,136.0,93.67,83.8575,142.87625,123.5125
TRAIN,PIEBAV,Mangeoires/img1304.jpg,240.0,136.0,97.0,62.30375,239.7625,135.585
TRAIN,PIEBAV,Mangeoires/img1305.jpg,240.0,136.0,119.2875,114.9525,206.565,136.0
TRAIN,ACCMOU,Mangeoires/img1306.jpg,240.0,135.0,167.01375,45.32875,240.0,103.22375
TRAIN,MESNON,Mangeoires/img1307.jpg,240.0,135.0,165.85375,59.97375,192.61625,82.83
TRAIN,MESCHA,Mangeoires/img1308.jpg,240.0,135.0,139.46375,23.9,230.5375,72.64875
TRAIN,MESNON,Mangeoires/img1309.jpg,240.0,136.0,147.9125,73.9875,210.525,136.0
TRAIN,ECUROU,Mangeoires/img1310.jpg,240.0,136.0,112.1775,25.7825,179.2925,128.7075
TRAIN,VEREUR,Mangeoires/img1311.jpg,240.0,136.0,81.05,50.3925,115.5425,101.2875
TRAIN,ROUGOR,Mangeoires/img1312.jpg,240.0,136.0,0.0,32.785,63.20125,94.05125
TRAIN,VEREUR,Mangeoires/img1313.jpg,240.0,135.0,74.47,46.62875,118.58125,100.225
TRAIN,PIEBAV,Mangeoires/img1314.jpg,240.0,136.0,40.0825,50.68375,135.18125,135.8225
TRAIN,MESNON,Mangeoires/img1315.jpg,240.0,136.0,69.23125,4.08125,117.71375,49.91
TRAIN,PIEBAV,Mangeoires/img1316.jpg,240.0,136.0,126.88125,55.90125,239.76625,136.0
TRAIN,MESCHA,Mangeoires/img1317.jpg,240.0,135.0,156.065,17.80625,205.5125,78.83125
TRAIN,SITTOR,Mangeoires/img1318.jpg,240.0,135.0,153.48,61.27375,197.7475,84.18875
TRAIN,ECUROU,Mangeoires/img1319.jpg,240.0,136.0,83.0125,68.7125,171.22875,135.585
TRAIN,VEREUR,Mangeoires/img1320.jpg,240.0,136.0,77.4325,49.4275,106.6175,96.70375
TRAIN,ACCMOU,Mangeoires/img1321.jpg,240.0,135.0,130.98,39.755,159.4425,78.59
TRAIN,PIEBAV,Mangeoires/img1322.jpg,240.0,136.0,120.00375,52.34375,239.2875,135.3475
TRAIN,MESNOI,Mangeoires/img1323.jpg,240.0,135.0,95.9375,59.065,121.685,87.6875
TRAIN,ACCMOU,Mangeoires/img1324.jpg,240.0,135.0,145.4525,40.2375,220.22625,76.1775
TRAIN,ACCMOU,Mangeoires/img1325.jpg,240.0,135.0,25.33125,37.34375,103.72375,105.1225
TRAIN,MESCHA,Mangeoires/img1326.jpg,240.0,135.0,121.8,34.54375,202.0625,79.35125
TRAIN,VEREUR,Mangeoires/img1327.jpg,240.0,135.0,108.62,46.62875,184.2725,134.85
TRAIN,ROUGOR,Mangeoires/img1328.jpg,240.0,135.0,82.98,23.1125,138.4575,92.0975
TRAIN,VEREUR,Mangeoires/img1329.jpg,240.0,136.0,60.3125,49.18625,139.90375,93.3275
TRAIN,MESNON,Mangeoires/img1330.jpg,240.0,136.0,213.4725,22.17125,239.76375,79.57875
TRAIN,MESCHA,Mangeoires/img1331.jpg,240.0,135.0,67.06,35.1725,124.70875,78.59
TRAIN,PIEBAV,Mangeoires/img1332.jpg,240.0,136.0,105.06375,54.00375,239.76625,136.0
TRAIN,ROUGOR,Mangeoires/img1333.jpg,240.0,135.0,89.45,38.67875,123.8225,78.55125
TRAIN,MESNOI,Mangeoires/img1334.jpg,240.0,135.0,162.0775,57.8325,207.2125,81.63
TRAIN,MESBLE,Mangeoires/img1335.jpg,240.0,135.0,166.6725,46.04625,217.9675,110.84
TRAIN,MESNON,Mangeoires/img1336.jpg,240.0,135.0,165.23125,53.355,198.79375,82.79375
TRAIN,VEREUR,Mangeoires/img1337.jpg,240.0,136.0,107.1,37.85,193.69375,96.945
TRAIN,ECUROU,Mangeoires/img1338.jpg,240.0,136.0,70.91875,2.63375,135.80375,120.825
TRAIN,SITTOR,Mangeoires/img1339.jpg,240.0,136.0,96.725,64.3875,181.3875,135.5175
TRAIN,MESNOI,Mangeoires/img1340.jpg,240.0,135.0,163.45625,56.53875,208.97375,83.62
TRAIN,MESNON,Mangeoires/img1341.jpg,240.0,136.0,141.35125,16.62375,224.085,98.15125
TRAIN,PIEBAV,Mangeoires/img1342.jpg,240.0,136.0,66.4075,44.28125,120.24125,134.1625
TRAIN,ECUROU,Mangeoires/img1343.jpg,240.0,136.0,93.205,59.69625,239.76625,136.0
TRAIN,MESNON,Mangeoires/img1344.jpg,240.0,136.0,116.26625,41.46875,217.81375,102.735
TRAIN,MESBLE,Mangeoires/img1345.jpg,240.0,135.0,190.08,98.975,224.5775,135.0
TRAIN,PINARB,Mangeoires/img1346.jpg,240.0,135.0,156.17625,52.61125,191.38125,85.2125
TRAIN,PINARB,Mangeoires/img1347.jpg,240.0,135.0,154.55875,47.88125,224.21375,87.65875
TRAIN,MESNON,Mangeoires/img1348.jpg,240.0,135.0,174.7125,72.18875,218.59,125.185
TRAIN,MESNON,Mangeoires/img1349.jpg,240.0,136.0,13.025,96.225,74.5375,136.0
TRAIN,MESCHA,Mangeoires/img1350.jpg,240.0,135.0,143.28125,35.89625,208.6475,74.2475
TRAIN,ACCMOU,Mangeoires/img1351.jpg,240.0,136.0,155.825,65.35,240.0,133.3625
TRAIN,MESNOI,Mangeoires/img1352.jpg,240.0,135.0,149.555,59.8325,177.4625,87.98125
TRAIN,PIEBAV,Mangeoires/img1353.jpg,240.0,136.0,102.92875,42.38375,239.76625,129.425
TRAIN,SITTOR,Mangeoires/img1354.jpg,240.0,135.0,154.13625,56.5025,239.72375,100.13375
TRAIN,MESNOI,Mangeoires/img1355.jpg,240.0,135.0,177.855,62.94,216.3525,107.56125
TRAIN,VEREUR,Mangeoires/img1356.jpg,240.0,136.0,35.4625,41.95,105.65,128.0625
TRAIN,MESNOI,Mangeoires/img1357.jpg,240.0,135.0,147.55375,60.73625,173.35125,90.3325
TRAIN,ROUGOR,Mangeoires/img1358.jpg,240.0,135.0,169.71375,29.505,224.07,95.74
TRAIN,PIEBAV,Mangeoires/img1359.jpg,240.0,136.0,84.03125,48.31375,217.46625,136.0
TRAIN,ECUROU,Mangeoires/img1360.jpg,240.0,136.0,103.16625,36.2175,168.62,135.8225
TRAIN,ECUROU,Mangeoires/img1361.jpg,240.0,136.0,83.70375,17.58875,184.045,135.78
TRAIN,PIEBAV,Mangeoires/img1362.jpg,240.0,136.0,119.055,53.76625,239.76625,136.0
TRAIN,ACCMOU,Mangeoires/img1363.jpg,240.0,135.0,130.73875,36.1375,194.175,76.66
TRAIN,MESCHA,Mangeoires/img1364.jpg,240.0,136.0,27.5025,53.775,100.5875,95.49875
TRAIN,SITTOR,Mangeoires/img1365.jpg,240.0,135.0,93.8175,44.7,132.435,104.055
TRAIN,PINARB,Mangeoires/img1366.jpg,240.0,135.0,54.05125,47.885,142.035,97.45
TRAIN,ROUGOR,Mangeoires/img1367.jpg,240.0,135.0,137.82,29.18125,190.91625,100.45500000000001
TRAIN,PIEBAV,Mangeoires/img1368.jpg,240.0,136.0,115.26125,110.92125,238.8125,135.585
TRAIN,MESNOI,Mangeoires/img1369.jpg,240.0,135.0,128.96,65.13125,179.54375,90.16875
TRAIN,MESCHA,Mangeoires/img1370.jpg,240.0,136.0,20.74875,49.91,95.76375,100.56375
TRAIN,VEREUR,Mangeoires/img1371.jpg,240.0,136.0,76.70875,50.875,147.38125,91.15625
TRAIN,ECUROU,Mangeoires/img1372.jpg,240.0,136.0,98.6575,25.3075,155.82375,131.67875
TRAIN,ECUROU,Mangeoires/img1373.jpg,240.0,136.0,97.71125,65.625,163.4025,135.3475
TRAIN,ECUROU,Mangeoires/img1374.jpg,240.0,136.0,112.6525,20.565,193.0475,126.33625
TRAIN,ACCMOU,Mangeoires/img1375.jpg,240.0,136.0,172.65,66.375,235.2375,133.12625
TRAIN,ECUROU,Mangeoires/img1376.jpg,240.0,136.0,90.68875,35.52,184.18,130.16875
TRAIN,ACCMOU,Mangeoires/img1377.jpg,240.0,136.0,148.82875,63.9,208.6475,131.67875
TRAIN,PIEBAV,Mangeoires/img1378.jpg,240.0,136.0,105.41125,73.06625,203.34125,135.78
TRAIN,MESBLE,Mangeoires/img1379.jpg,240.0,135.0,80.2625,48.33125,154.3875,98.35375
TRAIN,SITTOR,Mangeoires/img1380.jpg,240.0,136.0,118.925,53.775,178.5,134.3325
TRAIN,ECUROU,Mangeoires/img1381.jpg,240.0,136.0,41.98,17.95625,150.1225,129.41875
TRAIN,SITTOR,Mangeoires/img1382.jpg,240.0,135.0,117.80625,56.2575,167.54125,87.765
TRAIN,ACCMOU,Mangeoires/img1383.jpg,240.0,135.0,102.91,45.3825,153.9475,79.85875
TRAIN,MESCHA,Mangeoires/img1384.jpg,240.0,136.0,39.8,53.52875,92.145,126.85
TRAIN,ECUROU,Mangeoires/img1385.jpg,240.0,136.0,83.4625,18.55375,184.76875,135.53875
TRAIN,MESCHA,Mangeoires/img1386.jpg,240.0,136.0,43.90375,49.91,90.69875,92.845
TRAIN,PINARB,Mangeoires/img1387.jpg,240.0,135.0,140.38375,54.6025,224.7525,89.1
TRAIN,MESNON,Mangeoires/img1388.jpg,240.0,136.0,0.0,54.0125,51.8625,98.15
TRAIN,ROUGOR,Mangeoires/img1389.jpg,240.0,136.0,92.625,21.45,199.9625,68.725
TRAIN,MESBLE,Mangeoires/img1390.jpg,240.0,136.0,111.20125,75.2375,200.4475,136.0
TRAIN,SITTOR,Mangeoires/img1391.jpg,240.0,135.0,112.89875,56.455,181.735,97.95375
TRAIN,MESCHA,Mangeoires/img1392.jpg,240.0,135.0,139.4225,46.9875,194.89875,108.49875
TRAIN,SITTOR,Mangeoires/img1393.jpg,240.0,136.0,178.0875,65.1875,240.0,136.0
TRAIN,MESNOI,Mangeoires/img1394.jpg,240.0,135.0,172.20625,60.215,199.45375,84.9625
TRAIN,ROUGOR,Mangeoires/img1395.jpg,240.0,135.0,108.47375,44.0525,179.8425,88.42125
TRAIN,MESNOI,Mangeoires/img1396.jpg,240.0,135.0,145.77125,56.265,189.2675,82.76375
TRAIN,PINARB,Mangeoires/img1397.jpg,240.0,135.0,71.18625,43.93375,139.58125,94.78
TRAIN,ROUGOR,Mangeoires/img1398.jpg,240.0,135.0,148.685,34.125,239.87875,102.21875
TRAIN,PIEBAV,Mangeoires/img1399.jpg,240.0,136.0,68.54125,47.60125,133.0475,135.8225
TRAIN,PINARB,Mangeoires/img1400.jpg,240.0,135.0,125.76,46.56625,215.0025,94.4375
TRAIN,MESCHA,Mangeoires/img1401.jpg,240.0,135.0,159.56125,36.43125,227.4275,67.31
TRAIN,ACCMOU,Mangeoires/img1402.jpg,240.0,135.0,134.06375,42.05625,179.45875,83.19875
TRAIN,ROUGOR,Mangeoires/img1403.jpg,240.0,135.0,158.57125,40.8,190.34,89.54625
TRAIN,VEREUR,Mangeoires/img1404.jpg,240.0,136.0,120.6075,67.51875,171.02,94.2925
TRAIN,ACCMOU,Mangeoires/img1405.jpg,240.0,136.0,144.975,55.075,240.0,129.5125
TRAIN,VEREUR,Mangeoires/img1406.jpg,240.0,135.0,108.8575,59.1975,174.3125,106.15375
TRAIN,ACCMOU,Mangeoires/img1407.jpg,240.0,135.0,126.87875,40.72,160.88875,119.595
TRAIN,MESBLE,Mangeoires/img1408.jpg,240.0,135.0,152.29125,62.29875,185.41375,90.10875
TRAIN,PIEBAV,Mangeoires/img1409.jpg,240.0,136.0,112.1775,96.92875,239.53,135.8225
TRAIN,MESCHA,Mangeoires/img1410.jpg,240.0,135.0,118.88375,39.62625,172.95375,131.88875
TRAIN,MESNOI,Mangeoires/img1411.jpg,240.0,135.0,85.7625,53.59,139.13375,91.4625
TRAIN,MESNON,Mangeoires/img1412.jpg,240.0,135.0,118.95,58.1375,181.34125,90.00375
TRAIN,ACCMOU,Mangeoires/img1413.jpg,240.0,135.0,129.56,33.305,195.05375,85.30125
TRAIN,ACCMOU,Mangeoires/img1414.jpg,240.0,136.0,0.0,50.15,48.25,123.23750000000001
TRAIN,MESNON,Mangeoires/img1415.jpg,240.0,135.0,157.15125,64.885,183.88625,95.525
TRAIN,ECUROU,Mangeoires/img1416.jpg,240.0,136.0,88.28625,38.815,221.6725,128.3025
TRAIN,ROUGOR,Mangeoires/img1417.jpg,240.0,135.0,140.76125,42.69625,210.54625,82.17125
TRAIN,MESBLE,Mangeoires/img1418.jpg,240.0,135.0,67.6525,81.07625,114.02375,126.8225
TRAIN,MESNON,Mangeoires/img1419.jpg,240.0,136.0,40.5275,47.49875,123.26125,104.905
TRAIN,VEREUR,Mangeoires/img1420.jpg,240.0,136.0,84.4275,48.22125,113.85375,96.945
TRAIN,PIEBAV,Mangeoires/img1421.jpg,240.0,136.0,63.625,46.1425,170.72125,136.0
TRAIN,MESBLE,Mangeoires/img1422.jpg,240.0,136.0,189.85,76.6,239.27625,135.27625
TRAIN,MESNOI,Mangeoires/img1423.jpg,240.0,135.0,158.48875,63.275,200.36,82.3375
TRAIN,PINARB,Mangeoires/img1424.jpg,240.0,135.0,129.325,49.36875,185.3075,100.945
TRAIN,MESBLE,Mangeoires/img1425.jpg,240.0,136.0,178.25625,63.9,226.4975,121.54875
TRAIN,SITTOR,Mangeoires/img1426.jpg,240.0,135.0,154.505,62.9325,197.645,92.03
TRAIN,MESNOI,Mangeoires/img1427.jpg,240.0,135.0,125.0325,62.54875,168.3625,88.38
TRAIN,ROUGOR,Mangeoires/img1428.jpg,240.0,136.0,63.20125,12.765,113.6125,99.11625
TRAIN,SITTOR,Mangeoires/img1429.jpg,240.0,135.0,147.5,60.87125,206.03625,102.95125
TRAIN,MESBLE,Mangeoires/img1430.jpg,240.0,136.0,32.5675,78.3725,168.6075,136.0
TRAIN,VEREUR,Mangeoires/img1431.jpg,240.0,136.0,82.015,58.11125,117.955,119.3775
TRAIN,ECUROU,Mangeoires/img1432.jpg,240.0,136.0,83.4625,31.57875,161.37125,135.78
TRAIN,MESNON,Mangeoires/img1433.jpg,240.0,135.0,164.36625,58.9425,211.16375,85.75125
TRAIN,ROUGOR,Mangeoires/img1434.jpg,240.0,135.0,73.86125,33.1175,141.2475,82.36125
